,AMH,CBX2,CTNNB1,DHH,DKK1,DMRT1,FGF9,FOXL2,GATA4,NR0B1,NR5A1,PGD2,RSPO1,SOX9,SRY,UGR,WNT4,WT1mKTS,WT1pKTS
E1297_71,0.0053033016198186,2.2899371946026954,0.0005818180957927,0.0006117054304092,0.0010209538366709,0.0016122337470953,0.0022518274961841,0.0145108378067703,1.4187215074688362,0.9473242420820466,1.863225145438393,0.0568086206760664,0.0093102905941864,0.0265184498595803,0.0125699848463769,1.4875479379508671,1.400065513622646,1.9449703801740024,1.9590946599624977
E955_615,1.5429989602992993,0.0036244180871759,0.0252601671940609,2.3647073450053147,2.2944948386478723,2.53472422822658,1.331972231971874,0.0261792513500572,2.0376959372344827,0.2051385234911604,2.2383835499156186,2.171545122260186,0.015650774008882,2.3558564277671863,2.190400462095745,0.0040926308545496,0.0078455524069622,1.8796670155164803,1.8496420508222304
E1249_687,1.7694066728833509,0.0344499016807514,0.0102546230901195,2.0684700101040274,1.5981763964701408,2.3491685784195444,1.8523049062868608,0.0065690864517287,2.110271000952228,0.0486014375374264,1.9600507685231887,1.7224357216944104,0.0157363131722375,1.938146267779498,1.6249709531560532,0.0313582553096222,0.0128159623311416,1.7187593018211316,1.9361024614979785
E911_206,0.0592493831527369,1.1174969754058173,0.0472960226798729,0.003112061597789,1.9514778597997864,1.5847156276266698,0.0146069649606898,0.0005393952464992,2.2784261220728617,1.5517491339318883,1.5855227122890854,0.0692615647717019,0.3664790007799175,1.0430969239561327,2.192104659814609,0.041008788892651,2.606036807198607,1.7085619554583888,2.272392117975693
E356_143,0.036297189703774,2.8011431664431137,0.1158658998300953,0.0125900827801078,0.0072426297602494,0.0053910712607419,0.004157342754432,0.022773413669686,2.148559829856431,1.9303016068844736,1.9243576298655287,0.0079555782849261,0.0684855304907143,0.0031928750100419,2.0659185560083784,0.0114228166623379,1.955756997523844,2.422725049559373,2.19087001340544
E585_315,0.0034463295411265,0.0129078135371986,0.0542962655276636,0.0085567055058246,1.9661249061827304,1.9494510572622243,0.0429314043659731,0.0557904162293316,1.939590145677828,1.8368074832312664,0.7601745636675451,0.0103609913560927,0.0434304950199884,0.4791922765007299,1.9374620445362456,0.022160580477539,0.164650518251428,2.243088946164328,1.339219953242135
E1875_274,0.0200137261092271,0.0971768341320852,0.0757835775891095,0.0177931886099431,1.528269358190348,1.9545585789353748,0.0015625014521305,0.0076548741626521,2.427302316896336,1.7979620755915209,0.9976020361442712,0.0092262268753092,1.5434453023349268,0.0090551780296937,2.090185674559656,0.0039139097871627,1.8491123367024165,1.861418098390896,2.266821015448728
E1395_781,0.0015906913619319,0.0023792660222394,2.2221323282551726,0.0443707069558461,0.0085111413520621,0.0090338982493641,0.0440227706540688,2.5077369634047204,2.317992918270037,1.6124398796833792,0.059350063849673,0.0315850186032145,1.867550166942016,0.0082687901162023,0.001944481762225,0.0127708584611844,1.6788832565069394,1.6588391118204706,0.0362618911473508
E64_718,2.3774515869683817,0.0216282019580065,0.0012236713255581,2.351745108015132,2.0551775168951,2.182364621352564,1.8131062482673408,0.0024373642548864,1.488844715496723,0.1900762725358686,1.9745242371525336,1.6386450529615963,0.0164953358344618,1.7794930538600433,2.411117590293995,0.0157902956712536,0.011129666423933,1.7726321689416165,1.935308308975925
E1582_573,0.0678246277464515,0.0058418696617901,1.8360312929893303,0.0010258318255747,0.0002073590674298,0.0190685951735884,0.0064381671588948,1.94465520435684,2.3230765586916817,1.414299987611218,0.0021534254594265,0.0031692173538438,2.233801606607438,0.0016527508154378,0.0131665010468283,0.0025653371937064,2.148477341393979,1.7801716701099626,0.0040866659104906
E395_752,0.0733013323618691,0.0169416446040969,2.32077579300331,0.0132529170832606,0.1177985795755151,0.012707176243831,0.0173008852929362,2.202043662929208,1.890118711871121,1.8424227544923155,0.0527145081787105,0.0358084601530475,1.806030409074812,0.0002153853668937,0.0004448250990065,0.029627083007393,1.6034431661564017,1.7661350461458418,0.0098706446822714
E700_361,0.0151945354124822,0.0036700251595957,0.0183997153378173,0.1156682917215717,2.0061241135871635,2.020396411222064,0.0355196462140689,0.0656752417833065,1.6052050515216938,1.5138179145523962,1.6451919950772322,0.0067753595874148,0.0432252587746314,2.1637281316761388,1.5727254868148282,0.0013206105598445,0.0215248680862285,1.8995114922107328,2.330349400805522
E709_134,0.0010425902066894,2.579130491706646,0.2151800613800264,0.0743296142918638,0.0005333623625855,0.0045110377734927,0.0027333104761233,0.0635528669847574,2.3061045004693086,1.4383516125171776,2.124296581653147,0.0658371566545618,0.2232701784652806,0.0265205198140085,1.6819924160190922,0.1200421194445779,2.322301531120472,1.3975573487429642,2.545524878853434
E1343_759,0.0162949197923625,0.0075659558076696,2.203738470050129,0.1099026861508114,0.0393321735339838,0.0092446537396671,0.0106977888185053,1.459162544584791,1.390767020675317,1.99335569892309,0.422512546536519,0.0006438279934154,1.6308556451127738,0.0088453669180413,0.0233654557476654,0.0063381842343362,1.4403018474480676,1.6311094351502808,0.7070451316335046
E84_794,0.0017963880553064,0.0603739560149664,1.6611891601160649,0.0017193411599891,0.0087459865630373,0.1231313972810112,0.0319868716486695,2.1339791321639043,2.346010992193323,2.3009767984829246,0.016221277304172,0.0280608875196226,1.8891713885073045,0.0110946133825628,0.010290971376436,0.0349125104217841,2.1358354723253457,1.921782527525216,0.0538037331020952
E1434_21,0.0207219401425421,1.6624823163164044,0.0938588386715931,0.0027283891292571,0.0059497821260868,0.0050415130450519,0.0143398384985795,0.0217999972714191,1.8632236429211404,0.000131056715733,1.6341631771787233,0.0060304428029456,0.0443473611124066,0.0153446886192358,0.0237508506646082,2.4132597215858542,0.0076349020289286,1.6299190433078403,1.4982195966810623
E1329_321,0.0021040286549331,0.1641209207023247,0.0005197590121319,0.001057509074555,1.5103285077108723,2.5953923867337827,0.002460102335434,0.0023138348761278,1.793116960981053,1.8380284191320173,0.6031006366718656,0.0475616755261237,0.2680588792467957,0.5474706172871878,1.9916025351263875,0.0126647194729702,0.5415834898160753,2.0363929836645696,2.3211247081564306
E322_105,0.0055873991017537,2.107531062137088,0.0031962762850741,0.0392059499529721,0.0246850789833309,0.0041434422413464,0.0033433116298365,0.0038091607052003,2.301945358066252,1.2851246438202848,2.6468176192134907,0.0485721638281757,0.001517759271463,0.0114847297398569,0.5676579565865724,1.0689985248240903,1.0403135177918634,1.828731768861733,2.085219117039812
E140_372,0.0772462667333992,0.083000163821549,2.228232849007523,0.0137495056474331,0.0123858789141762,0.0142396661613682,0.0025958043964624,1.749718655976518,1.8217011774101608,2.127190608215969,0.069883266355744,0.0051021113072059,1.730953361220532,0.0137771223577334,0.0317122440521618,0.0007108940915445,1.7154965737094845,1.6894329131703607,0.1895888398322099
E106_563,0.0143668488888086,0.0050301913529243,2.1310592589910744,0.0017748486558598,4.121684793584671e-05,0.0022327905612581,0.0240089849721238,2.5503072992366,2.7668168407479548,1.906271779094752,0.0527962922118665,0.0196766191812414,1.8807338763088413,0.016412890344954,0.0009075750608063,0.0108549176114077,2.712571009695224,2.3859153717730983,0.0284256100190991
E1606_316,0.0155825601545083,0.0058258925564557,0.4297626394891832,0.0071202577369187,1.6006842165224735,1.2681642337140475,0.0010961119958587,0.0028792008402153,2.1879072960166006,1.8146947963064104,0.2422493125988573,0.0028614877934525,0.527043636781931,0.0190485878875371,1.384214060118463,0.0089079512836677,0.8673472116372545,2.3701700117186366,2.034893526255663
E1508_539,1.828611415784405,0.0011073328728853,0.0138074866488998,1.2719037209710282,2.2707732464893366,1.6986051875232808,1.7216702538690558,0.0135664065334034,2.165848781817583,0.0232444190174778,2.11659594150912,1.515989820797888,0.0343550917103646,2.126546425443076,2.107181478594973,0.0040875217298567,0.0320870978409954,2.169895057664448,2.11788927433829
E1102_404,0.0435529549663704,0.0215976650479982,1.946185630868476,0.0089696152416739,0.0463275051692576,0.0133766483413415,0.0059602212731094,2.256808543070066,2.2259658825384765,2.2946666820806567,0.0340525095104815,0.0037271796674036,1.8657823645506484,0.0007157405073571,0.0213362786391387,0.0080377932452711,2.4315694497687,1.6945427235799098,0.0081541204471525
E905_125,0.0062582593294291,1.886772621443832,0.2491320162620985,0.0065002886654307,0.0059666935936319,0.0067438383170482,0.0101129633480052,0.0177539098593403,2.216486717071314,1.9344240231649072,2.5866584772365333,0.0018427569308633,0.0021889228876315,0.0030777191442883,0.7852402667521332,0.3642672152022582,0.5510453686441589,1.964645301230449,1.886208795977236
E1196_515,1.6756403326838951,0.0269462739179906,0.004168829536247,2.7206380847307567,2.456786330039571,2.0972295741468847,1.974096199017164,0.0176792112578275,2.015625000452405,0.0529390582364278,1.853416923893634,2.0259573337562773,0.0419263809119288,1.7498756116741432,2.1860537916503744,0.0103010672925867,0.0125549696017225,2.150525780161414,2.365415732965242
E552_450,0.0243019420488906,0.0390653619681177,0.0029218831379505,0.0196871710701979,2.265639272131857,1.725233501821689,0.0098386418050651,0.0546117914773104,2.482265410465064,2.750415588813316,1.0027344653865824,0.0058525265083531,0.0127451567730819,0.7736414624399395,2.8333080284641405,0.0641634098975699,0.0111452735700138,1.994756811482016,1.551310513487366
E1698_699,1.935655490998156,0.0574959309872849,0.0034778124389239,1.4622766831656984,2.147722199560976,1.6632121058785283,1.9622629796416216,0.2197688111458905,1.1227824366340045,0.0056200039761567,2.3833444363825613,2.538307480411809,0.0226969007950761,1.7504345576969478,2.3361736190627043,0.0148668847654849,0.0023839431097329,1.956751752400285,1.816775947624376
E1401_220,0.0179381989020817,0.2486040657475385,1.4758028625985995,0.0193064622950189,0.0750381021893955,0.1582862132306099,0.0030901246566272,0.0816861512826656,1.349112400970399,2.206880088808806,0.5849061534763544,0.009337072177428,2.1288132620924247,0.0231484735074281,1.4856160797843805,0.01583709288978,2.143872726646083,1.9623618033344028,2.0639363516543705
E1097_282,0.0055654114271794,0.0019082589250404,1.72198073776026,0.0081743133093557,0.0109367367211586,0.1015280218582194,0.0069836166237246,0.0043290289957508,1.5024515360856308,2.2847351375778846,0.2973879816591561,0.0915149376286373,1.8283040413718548,0.001379496859584,0.0092835328534636,0.0134226127643654,1.892439349256824,1.929205371009128,1.8059081641660908
E1538_410,0.0371496169255831,0.03504089692248,0.1564954686315924,0.006599619839297,0.0373500883193792,0.0370854140379693,0.008180096482266,0.0073688180732234,0.414083292245103,1.6923533646569076,1.5138705994629376,0.0051589177131871,0.211022821142074,0.0074980077384029,0.0467065489925773,0.04078187379782,0.8771166819974144,1.0582148468377008,1.3224834457662995
E676_765,1.3272364375204004,0.0539185203295902,0.0009759110981513,2.1074390653546726,1.446868422703992,1.4630512316059558,2.111545494853537,0.023744133762554,1.6138109583123064,0.0025768477016757,2.234032034500545,2.4220607551802296,0.0377752855626824,2.08755300464334,1.854996467126912,0.0079503731461474,0.001686222840977,2.2949751083473044,2.171745338551877
E414_718,0.0379610727281496,0.0142627508409963,1.9938272244397992,0.0071332920940075,0.0147126259831775,0.0270688176958116,0.0018654322464493,2.299795433661956,2.258074041767107,1.8117957517372547,0.0271324080472637,0.0494805232087463,2.119813680674429,0.1199152655225574,0.0159061471395184,0.0001151839380426,1.4136583203818602,1.7468230554617872,0.006518604925858
E92_524,0.0145277997611333,0.017415987241644,2.061681882390088,0.009165561447895,0.0040571690256443,0.0175628894079979,0.0231271050208002,2.094565372241623,1.8293474858498744,2.1767960459800526,0.0020675511201907,0.0027583386274365,1.5356046399299097,0.0798585711467278,0.0015715286722914,0.0008743976270451,1.7460256483509435,1.728222739250734,0.0187500121402849
E1416_382,0.0533376988324682,0.0016007801245463,1.85284287445436,0.0018949383113461,0.0339334441462584,0.0009378884246551,0.0102159386184667,2.05742970856193,2.092385259087098,2.6063181598997502,0.0088047112681522,0.0381619992459069,2.1078764474557503,0.0051450315777939,0.0016898040393396,0.0008936238763014,2.161013812101793,2.0651785340687177,0.14206941533972
E1179_586,1.7485956031367955,0.0010666704745662,0.0051726247651323,1.5835630765629618,1.71430709419794,2.1651324967500822,1.968954411326857,0.0376761707414408,1.679768911922149,0.0393719841259538,1.2707232850907997,2.209429868942395,0.0101141125598092,1.8278011162603407,1.6938356248387336,0.0713138951523182,0.0014715202985452,2.057764709441352,1.6367098460430969
E1597_383,0.143659680199449,0.005895770092998,2.4914651408007784,0.0110333693650189,0.0001319552605453,0.0032799187903867,0.0088071421222106,1.2047551988722645,1.4109481453710662,2.0064026699235296,0.0061645064658539,3.650721560143479e-05,1.5185318459646575,0.0023946767209209,0.0087618800574115,0.0058491380387547,1.684606817116883,1.7195508931708543,0.1155867422222726
E1680_760,1.7066245572773495,0.0007519872227895,0.0075048912178365,1.5755146282346315,1.7823192853550742,2.022449986231539,1.7552203700132578,0.0053955270826675,1.7648423173201089,0.0184085378394898,1.4369458856623434,2.0355762886367104,0.0067828851808938,1.9082761099135268,2.032072499487456,0.0430557542422893,0.0130230264804019,2.0040997280661688,2.177654389578774
E670_789,0.0039342093043112,0.0477704440626633,2.406044236032981,0.0105278720904064,0.0485122544620444,0.0041449174118822,0.0232486550016058,1.4961706299688744,2.134571402155892,2.2343463157678043,0.0041034823141993,0.0213996042247237,2.062482001625262,0.0076889058872493,0.0005277620503903,0.0003939162372499,1.7510181561985276,1.8888911100379715,0.0155861784005799
E1748_438,0.0107485035704248,0.0307460308255672,0.0020372238724339,0.0883072051290958,1.4856176078177563,2.2488649757244894,0.083331614417063,0.0046206663867102,1.879109462951363,1.7411403350125152,2.1243129239618126,0.1092206090803694,0.0043602492979671,2.0508215162384458,2.337584297195004,0.0372619814206133,0.0621643766404972,2.517665108298813,1.910510625321407
E831_421,0.2003818119536188,0.0079854994647215,0.0001187904120984,0.6370527613812482,2.085976330777328,1.3212654405367648,0.7122644960802117,0.0270519703575449,1.758415916087594,2.0588847723710817,2.012450239771355,0.2864177690225889,0.007594448188399,1.848261613411848,2.249212089043639,0.0006831025623956,0.0097157456797092,1.7409700904357643,2.294957302559572
E125_263,0.0032908178876194,0.0097842221913858,0.1769852699798863,0.0357587359899839,1.3707216649847953,1.8955106742458672,0.0051644669283213,0.0310220802541181,2.0771239274728,1.7784061272468172,0.5861694484392402,0.0087263206217533,2.214104256359249,0.0061706000935674,1.5960612258466225,0.0084344751943292,2.283366514674252,2.2216425122472785,1.9026905633844515
E1830_130,0.0041022233726315,1.888147514023489,0.0620149707967118,0.0464006170536047,0.0196916245283713,0.0007801731537948,0.0039696142493594,0.0054853946676784,2.0363027522336523,1.6527842785337392,1.9234697010691104,0.0034337443564684,0.0028465824190346,0.0292255075961069,0.6955324532564435,0.2515652730162769,1.94910096438333,2.0789489994547945,2.429467886442138
E960_401,0.0127214505779898,0.0058919326556549,1.5642523073776209,0.0042435399537174,0.0081261591576766,0.0647035440449299,0.0167688464360632,1.5484520559428667,2.2000909173535788,1.7782034005693488,0.0598973676742481,0.022649623141742,2.466202577912324,0.023559306301727,0.0239848180928314,0.0147438723384076,1.9356141130803617,2.7000950785757256,0.1591824967649284
E722_718,0.0104685849449304,9.403667969809517e-06,2.090126879592722,0.0069964798411767,0.0203709295160744,0.0010414576722355,0.0063742552142232,0.011040682172842,1.967143251394076,1.4518882646446722,0.1397761769667341,0.0191703684844796,2.2088271372745694,0.0002796725851502,0.0172904497130084,0.001601544697322,1.8772360282023288,2.278206595927501,2.1877945006044937
E30_71,0.0014771141203253,2.0972124788822217,0.0324157348114865,0.0214947638990333,0.0628483530098623,0.0279815761792543,0.0267986200545943,0.0686293155670229,1.8831212924166345,0.1686726449472887,1.7035677828423994,0.0086543275343534,0.0102637420325426,0.0024676643872356,0.0084100032732875,2.3181024835277406,0.013911807184383,2.2340507064061974,2.2037715871217984
E1561_285,0.0223980124323331,0.1306270278066519,2.346207849154583,0.0069142780006292,0.0011946681252613,0.0229467119699194,0.0173330434704384,0.6435217438207217,1.923638099647245,1.7188582032227413,0.0040205145819615,0.0304255555075742,2.2492198314221565,0.0352384184604513,0.048215620246457,0.025875937589638,2.559230774861775,2.2550221291658583,1.2008716308000182
E242_213,0.1039161504993681,0.0881575696699266,0.0255269014166958,0.1636817187468805,1.7042903007602173,1.7667700596122675,0.0020450990652205,0.0022661843899358,1.641989853806242,1.861610278582992,0.3346963983059957,0.004838680553726,2.432056705467395,0.2686314730137361,1.751015058258912,0.0056421252955777,1.8161733362709367,1.7496917868740318,2.0687626821981104
E496_41,0.0037313362562932,2.4009148275641694,0.0186145796675494,0.0018213995931605,0.0120870083498525,0.0208905128984452,0.0247713450643879,0.0078488253877371,1.2797546267446662,0.0088998591605513,2.0066863580704366,0.0017640346612208,0.0044029433882087,0.0496606839462332,0.0071462251148303,2.3052919550505733,0.0012111183261906,2.2545505070414142,1.394030071005255
E1647_587,0.015669544161704,0.0016386916543313,1.3901167972835529,0.0090931955084102,0.0017165487021198,0.062830547464139,0.0109509407333242,1.6368296857725209,2.24090497052576,1.7504413128176992,0.0102202593582448,0.0006127356552531,2.412311974287622,0.0090809210349259,0.0080850335146662,0.0968539705942223,2.2564752452404337,1.9591968460667224,0.0479823167351117
E566_374,0.0192023573191984,0.0517873105142334,2.276338507481217,0.0157480910936701,0.0157630654966255,0.0021393040075165,0.0318172473024237,2.4707476847611884,2.619472942131613,2.2855303421352726,0.3100455339749383,0.000162212170084,1.6343952256392271,0.0110779602043683,0.0033204011015842,0.0143136438703704,1.8006916321915944,2.0241418024000515,0.0045050430451516
E1673_380,0.0018077580625984,0.0077792393087993,0.1485198171898921,0.0060804930271025,1.0372178896671658,0.7309467844392415,5.445261594330892e-05,0.0231578852009333,1.4840375217496309,1.7924869786396402,1.6885125977071418,0.0321921379406835,0.0702106759793255,0.8831974131926558,0.8912807326712137,0.0159697989681663,0.0232363918747355,2.2249161296300777,1.9176963376750893
E1846_453,1.826811216406545,0.0045111229389202,0.0051586275541837,1.8749187437582289,2.0969940869744272,2.4925521668510155,1.937824025395526,0.0012079318431999,1.7500044755555484,0.0784388503212509,1.4314572982942926,1.8819413335449424,0.0062572604237037,1.598397561508229,2.120052527095724,0.038398935237399,0.4632831166183614,2.1051687607898675,1.919104625411096
E717_283,0.0322872811735486,0.6708762051721391,2.105484993793705,0.0093371061232869,0.0114964949031037,0.009256530274333,0.0188802851608488,0.5390874534212569,1.9208847337134085,1.8504453320108705,0.2157456681670009,0.0700458517465511,2.3634222391136617,0.0179548023425005,0.026876539035176,0.005581090332153,2.1638644245659404,1.6116336750998548,0.9241987201027264
E410_465,0.0351269275113083,0.009565818000198,1.5701309602642606,0.0108185949247907,0.0003255401269868,0.003873946542108,0.0639592635054954,2.2730403840707765,1.8647682367863827,1.8468324419586304,0.0117584709209713,0.0095399193797723,2.2204223755594032,0.0015213465285048,0.0322266293759879,0.0296798040488087,1.7987208639457246,2.4549366431732813,0.0222758848871305
E396_717,0.1123591961955785,0.0237867153030866,1.4951165990182205,0.0032928830878726,0.0117322760542928,0.0301802584450882,0.0188152785623064,1.9962014751725687,1.8029561918113013,1.856946052426636,0.0465180716178455,0.0250048200334338,1.7564833057667848,0.0606790645157138,0.0017642809276256,0.0664718469186095,1.9329561145435727,1.7490880798349129,0.026473747409928
E1225_707,2.0257602611753547,0.0472686233482988,0.0018005104160587,2.4019607315688,1.6592284075057706,1.8092547203865827,1.815955616092508,0.0091510371491928,1.8706601983723488,0.0574574119118552,1.9175472486718248,1.9445288240745768,0.0013903613426969,1.6568577211662765,1.8677818836055664,0.0090655910728494,0.0105588188728038,1.6611886408581082,2.2993776533201333
E593_600,1.9199235318192989,0.0131491294439523,8.094781201697522e-05,1.7505719690765524,2.108329497354777,2.3323368224904883,1.5711166482777768,0.0029496573991949,1.9679614781905368,0.0633597067290168,2.2989992689827163,2.1837412012065744,0.0205071815293233,1.723138990275514,2.108274109296364,0.0111539518517442,0.0028692202230755,2.302006982994633,1.476457613826334
E1514_727,2.470980102100678,0.0235482581700111,0.0054518555764706,1.7493576614488182,1.8897023787123228,1.814677095816587,2.1102613475808667,0.0104209815860495,2.9349031045847016,0.0231164060494375,2.3852656756060298,2.110858416879518,0.0643218605932009,1.995203918806096,2.489929421107554,0.0030761122280934,0.0048142599365882,2.3178641486103224,2.0621204819592567
E1287_584,0.0432840034970394,0.0565400849987948,2.099988892041714,0.0462063864617464,0.0307625124026302,0.001123010303261,0.0002706468432135,1.6662912383208006,2.8617247451323835,1.7324919287239655,0.0028989263124444,0.0179829914397664,1.7757046327710626,0.0055375563580258,0.0032731140209951,0.148302009902313,2.0686914219125474,2.1593495999208008,0.0257195689003446
E1193_657,1.7674964314126735,0.0044364770233874,0.0048898830941295,2.2737642509266687,2.24428674007381,2.0967061105855724,1.7965938701091697,0.0589471949513,1.7960248247056552,0.0157930817585473,1.8612853933892368,1.7224692615776809,0.0066717880782814,2.111616013038648,1.2941560136416668,0.0181513272755683,0.0614840119687947,2.16013518982372,1.8334737386777955
E1978_106,0.0479684826403302,1.3596984321776853,0.1065156322579999,0.022680491859968,0.000394696220343,0.0054661764034792,0.0113630295115074,0.0356656882824199,2.135794956884756,0.3768158336352679,2.4986952230868846,0.0029386796174016,0.0029603862544107,0.0166993087194086,0.3521818653216152,0.4220868396049803,1.5563064035032972,1.824655834759905,1.5892564706990069
E1694_570,0.0343603868212234,0.0030037331406063,1.950852735827408,0.0060870924504443,0.021735437954974,0.1986570874244311,0.014441407682449,2.6236996029170605,1.7261462483304355,1.827084173423632,0.0191496129975305,0.0702879179036175,1.9542833495503675,0.0301223966492228,0.0038625707525059,0.1172365305256386,1.943302692809384,1.4392774581122152,0.0048843397223816
E1534_250,0.0173735904691187,0.0058587835792357,2.38609473045206,0.0195870871780278,0.1027485059189119,0.0044348404838576,0.0013701838785194,1.9123135035430257,2.076620348426588,2.678215839272036,0.0238904395187832,0.084240639911529,2.1081597354057573,0.045477585100051,0.0227956023811694,0.0068061893000891,2.290051939361593,1.7930357379345985,0.0788880317551114
E1798_332,0.0363414046446495,0.0322835333285583,0.0104938520583702,0.0447905358603728,2.16419548476245,1.4066408897499352,0.0165774719201034,0.0070327221555371,2.004501938436133,2.085290278890754,1.8083723231131792,0.0121184005705809,0.0107292228434385,1.5845778603604952,1.8939370092661616,0.0345582073251495,0.0793562078000728,1.5460988215163196,1.8383521089411408
E1651_442,0.0158058318506202,0.0008060289066653,1.763706326302308,0.1407770158693282,0.0315490142443515,0.0058644889891545,0.0615324301768624,1.5630565273209072,2.196530144629588,2.172730636616292,0.0060858949190634,0.0022159831276231,1.8917503088848948,0.0009382041664598,0.0498381493411102,0.0131160419130611,1.9688065812042577,2.049951733828029,0.0124795247626563
